id,nombre,partidos_jugados,partidos_titular,goles,asistencias,tarjeta_amarilla,edad,altura,valor,rating,posicion
6511,Raúl León,32,32,1,0,3,26,180.539001396026,13590.0,47,Lateral Derecho
6512,R. Rivas,29,28,1,0,7,24,180.63707655893523,8050.000000000001,44,Defensa Central
6513,C. Villar,28,24,2,0,5,27,180.4887623456165,4790.0,42,Defensa Central
6514,J. Collado,9,7,2,0,1,0,181.82011748021947,687.5,38,Lateral Derecho
6515,David Ortega,11,9,0,0,2,22,187.0,6190.0,40,Defensa Central
6516,J. Muñoz,6,2,0,0,1,21,179.0,3940.0,40,Defensa Central
6517,A. Martin,32,32,0,0,7,28,180.44025125055785,12630.0,47,Mediocentro
6518,A. Rodriguez,30,26,2,0,4,21,180.78490582324625,6640.0,45,Mediocentro Defensivo
6519,S. Febrero,32,31,3,0,6,22,180.735842280924,9160.0,42,MI
6520,Rubén,16,3,4,0,4,29,180.39090629243026,12440.0,45,Delantero Centro
6521,Nouaman,17,8,1,0,3,31,180.0,32040.0,42,Mediocentro
6522,Rubén Bas,29,24,4,0,11,27,173.0,2930.0,37,MD
6523,Simal,15,6,2,0,2,24,178.0,6930.0,38,Mediocentro
6524,Manu Fuster,11,4,0,0,0,23,180.0,3140.0,37,MP
6525,Bassim,10,4,0,0,3,28,180.43956276834774,6000.0,42,Mediocentro
6526,A. Perez,21,3,0,0,2,32,180.2418984047279,2500.0,39,MI
6527,R. Ndong,17,9,0,0,3,0,181.82027246659933,2180.0,37,MI
6528,Adnan,31,24,3,0,6,31,172.0,6090.0,43,Extremo Izquierdo
6529,Andrés García,16,15,5,0,3,21,176.0,6670.0,35,Delantero Centro
6530,M. Belouafi,19,14,5,1,4,22,180.73516002932212,2590.0,36,MI
6531,Silvano Nater,21,9,3,0,0,24,178.0,4740.0,39,Extremo Izquierdo
6532,Dani Martínez,21,6,0,0,3,37,179.99518607530632,1670.0,44,Delantero Centro
6533,Álex Ruiz,13,12,9,0,2,23,184.0,26250.0,37,Portero
6534,Ángel Hernández,17,16,15,0,1,20,180.0,3160.0,40,Portero
6535,David Alguacil,7,6,9,0,1,20,190.0,1220.0,28,Portero
6536,E. Callís,14,8,0,0,4,22,170.0,86670.0,48,Lateral Derecho
6537,Fer Romero,12,7,1,0,3,23,184.0,17760.0,43,Defensa Central
6538,Héctor Criado,29,24,0,0,8,19,180.88309625240785,2210.0,41,Defensa Central
6539,Bryan Osorio,25,24,0,0,9,20,180.83376271706203,2130.0,37,Defensa Central
6540,Enzo Ojeda,14,11,0,0,2,20,180.8337751782785,2250.0,38,Defensa Central
6543,C. Nikolaev,3,3,0,0,1,17,197.0,1000.0,26,Portero
6544,Jaime Amaro,32,27,6,0,4,19,180.88345970455498,5710.0,41,Mediocentro
6545,Edu Llorente,31,27,3,0,5,20,180.83403582538972,4760.0,41,Mediocentro
6546,Samu Guillen,29,21,0,0,7,21,172.0,29100.0,40,MD
6547,Íñigo García,16,11,1,0,5,19,180.8838096570509,9080.0,42,MI
6549,Eric Gómez,29,18,2,0,5,20,175.0,1940.0,31,Delantero Centro
6550,J. Garrido,18,16,0,0,5,21,180.78547800076927,12150.0,38,Delantero Centro
6551,Javi Navarro,25,16,0,0,2,19,180.88314402040433,2670.0,39,Extremo Izquierdo
6552,Iker Liaño,4,2,0,0,0,21,170.0,6730.0,39,Mediocentro
6554,S. Zaghouani,3,0,0,0,0,0,181.82014993130403,1000.0,25,Portero
6555,Isra García,32,26,6,0,4,20,182.0,24570.0,41,Delantero Centro
6556,Kosty,34,25,7,0,3,23,185.0,17130.0,45,Delantero Centro
6557,Iker Vidal,32,26,0,0,3,19,180.88312636701434,2500.0,42,Extremo Derecho
6558,Nicolás Fernández,34,20,7,0,3,20,180.83426324259034,6950.0,39,Delantero Centro
6559,Nacho López,11,3,0,0,2,20,180.83385098401203,2980.0,38,Defensa Central
6560,Rojo,8,3,0,0,2,22,180.73539160026158,4820.0,35,Extremo Izquierdo
6561,Alonso Yoldi,11,1,1,0,1,20,180.83373571775968,1870.0,33,Delantero Centro
6562,M. Carrim,19,7,0,0,2,22,180.0,625.0,26,Mediocentro Defensivo
6563,Nacho,20,20,20,0,2,31,180.29168781290966,6970.0,44,Portero
6564,Degre,13,13,16,0,1,23,188.0,2230.0,34,Portero
6567,Mansour,14,11,2,0,8,33,191.0,16760.0,49,Defensa Central
6568,Beni,25,24,3,0,7,33,180.0,11070.0,49,Defensa Central
6569,Luis Jimeno,30,30,0,0,9,19,184.0,2710.0,40,Portero
6570,Boriba,16,12,3,0,5,34,180.0,6430.0,48,Defensa Central
6571,Pablo Merino,27,27,0,0,7,21,180.0,8980.0,41,Lateral Derecho
6572,Neila,21,14,0,0,4,28,180.4405181282773,15200.0,44,Lateral Derecho
6574,Nachete,32,30,1,0,10,35,180.09408887067627,4100.0,49,Mediocentro
6575,Mario Jiménez,32,31,10,0,7,21,169.0,5050.0,35,Mediocentro
6576,Juanchi,32,29,3,0,5,0,181.82043134710935,3710.0,40,Mediocentro
6577,P. Prieto,31,19,1,0,5,21,180.784599485008,3690.0,40,Lateral Izquierdo
6578,Jorge,19,15,0,0,5,30,181.0,7290.0,44,Mediocentro
6579,Jorge,21,11,1,0,2,26,180.5388414770813,12050.0,42,Mediocentro
6580,Gonzalo,29,18,2,0,5,23,180.6860507958728,4670.0,38,MD
6581,Cayena,28,13,1,0,2,21,180.7847251356074,4900.0,40,Delantero Centro
6583,Roberto Muñoz,30,13,3,0,2,22,180.73513406845447,2340.0,35,Portero
6584,Ruben Garcia,9,0,0,0,1,27,180.48890564960595,6170.0,41,Mediocentro
6585,Rubén Moreno,34,24,6,0,3,36,187.0,3770.0,47,Delantero Centro
6586,José García,8,5,0,0,0,27,169.0,9870.0,36,Extremo Izquierdo
6587,I. Chamadoira,19,5,0,0,0,22,180.7359492396987,10190.0,38,Delantero Centro
6588,Carlos Gómez,27,8,3,0,0,30,175.0,5050.0,34,Extremo Izquierdo
6589,Pelaez,8,1,1,0,1,23,180.6856696903357,1000.0,29,Delantero Centro
6590,C. Morales,32,32,43,0,3,27,183.0,12950.0,45,Portero
6592,Dani Garcia,5,5,0,0,1,32,183.0,17000.0,52,Lateral Derecho
6593,Álvaro,28,28,1,0,7,27,180.48961801581427,13030.0,46,Defensa Central
6594,Daniel Nieto,32,28,1,0,10,20,180.83372741028202,1790.0,39,Defensa Central
6595,A. Sánchez,7,4,0,0,2,27,185.0,7010.0,41,Defensa Central
6596,P. Rodriguez,12,12,0,0,6,24,180.63688964068817,6250.0,40,Defensa Central
6597,Emile,17,16,0,0,5,27,180.48928571670834,9830.0,41,Defensa Central
6598,Ripoll,6,6,1,0,2,25,178.0,1090.0,36,Lateral Izquierdo
6599,B. Del Valle,9,3,0,0,2,22,180.73538640808803,4770.0,42,Defensa Central
6600,Caba,25,24,1,0,6,22,179.0,2200.0,31,Lateral Izquierdo
6601,Toni Escobedo,5,4,0,0,1,27,180.0,7300.0,39,Defensa Central
6602,Hugo Checa,9,6,0,0,2,20,180.83363647247793,914.28,36,Defensa Central
6603,G. Nieto,32,31,3,0,5,25,180.5881210138224,11610.0,42,Mediocentro
6604,J. Arroyo,20,19,1,0,5,34,183.0,10440.0,47,Mediocentro
6605,Del Castillo,25,16,0,0,7,30,191.0,16410.0,45,Mediocentro
6606,R. Porcel,28,18,5,0,3,22,175.0,10240.0,39,Mediocentro
6607,J. Sanchez,27,18,0,0,4,27,182.0,9570.0,40,Mediocentro
6608,Jonatan Jiménez,4,0,0,0,0,21,180.7850667806257,8189.999999999999,42,MP
6609,D. Collado,5,0,0,0,0,27,180.4886418871906,3630.0,34,Mediocentro
6610,Ridouane Moussa,16,2,1,0,3,20,180.83360498921454,611.1,29,Mediocentro
6611,Jorge,33,30,11,0,8,27,180.4899150081402,15890.0,46,Delantero Centro
6612,G. Bernaldo,28,25,6,0,10,28,180.43963234347305,6670.0,42,Delantero Centro
6613,Espe,34,25,6,0,3,22,176.0,7120.0,39,Delantero Centro
6614,Freddy,21,7,1,0,5,26,180.5381602639141,5490.0,37,Delantero Centro
6615,C. Hervias Sevilla,17,0,1,0,4,23,180.68616294682104,5750.0,35,Delantero Centro
6616,A. Alcantara,19,3,0,0,0,21,170.0,2870.0,32,Extremo Derecho
6617,Pablo Lombo,26,26,35,0,3,25,188.0,13420.0,41,Portero
6619,Marcos,8,8,5,0,3,22,183.0,1050.0,31,Portero
6621,Manu,30,30,6,0,8,35,180.09436509430807,6760.0,50,Defensa Central
6622,Mario Sánchez,31,31,1,0,9,35,189.0,2860.0,46,Defensa Central
6623,Raúl Díez,25,23,1,0,5,36,180.04467226055397,3220.0,48,Lateral Derecho
6624,M. Duque,33,29,2,0,9,32,180.24219020488027,5310.0,43,Defensa Central
6625,Víctor Alonso,9,8,0,0,2,0,181.82011358608932,650.0,38,Defensa Central
6626,Sergi Del Pino,25,22,0,0,4,28,177.0,11520.0,47,Defensa Central
6627,Y. Tenkou,29,24,0,0,14,21,180.78435960659087,1380.0,33,Defensa Central
6628,Youssef Akou,23,20,0,0,9,21,180.78442398954266,2000.0,35,Defensa Central
6629,K. Bamba,3,1,0,0,0,20,180.8336194130726,750.0,31,Lateral Izquierdo
6630,Merchán,30,26,2,0,10,28,173.0,14490.0,46,MP
6631,Nogueira,26,22,2,0,5,30,180.3421885488651,18290.0,46,Mediocentro
6632,Iván Lean,30,19,2,0,6,30,180.34188532593092,15370.0,47,Mediocentro Defensivo
6633,D. Ruiz,10,6,2,0,0,21,180.78440322084853,1800.0,35,Mediocentro
6634,Chami,27,9,3,0,1,0,181.82032854207347,2720.0,38,MP
6635,Acho,4,2,0,0,0,26,180.53802319053293,4170.0,39,Mediocentro
6636,Guti,24,12,0,0,3,23,180.6860705261322,4860.0,36,Mediocentro
6637,Viti,9,2,0,0,0,32,180.24207182332378,4170.0,42,MD
6640,Buta,31,26,6,0,10,23,180.68713180640177,15080.0,46,Delantero Centro
6641,Marc Echarri,20,16,5,0,5,25,190.0,12690.0,41,Delantero Centro
6642,L. Bottaro,7,3,0,0,1,0,181.82014993130403,1000.0,38,Delantero Centro
6643,J. José,6,1,0,0,1,22,180.73499491820385,1000.0,33,Delantero Centro
6644,D. Ventura,12,0,0,0,1,0,181.82014993130403,1000.0,28,Portero
6646,Álvaro,24,24,26,0,5,26,180.53786223315348,2620.0,42,Portero
6647,C. Pita,10,10,20,0,2,21,183.0,1810.0,35,Portero
6649,C. Redondo,28,27,1,0,7,27,180.48909360628772,7980.0,46,Defensa Central
6650,D. Gil,27,18,0,0,2,24,180.6368771794717,6130.0,42,Defensa Central
6651,I. Shamov,25,21,2,0,13,28,180.43952642313303,5650.0,41,Lateral Derecho
6652,V. Ortola,21,14,1,0,3,0,181.8203378879858,2810.0,41,Defensa Central
6653,M. Garcia,25,24,0,0,12,0,181.82023404451522,1810.0,38,Defensa Central
6654,M. Barajas,28,13,1,0,5,0,181.8201987377352,1470.0,37,Lateral Derecho
6655,D. Olmeda,14,8,0,0,1,22,180.73504164776563,1450.0,37,Defensa Central
6657,Chengue,34,31,6,1,4,30,180.34113038389964,8100.0,45,Delantero Centro
6658,Pablo Chozas,32,25,1,0,9,24,180.63741716551883,11330.0,44,Mediocentro
6659,T. Acosta,31,23,4,0,9,27,180.48879972926593,5150.0,41,MD
6660,A. Terrazas,31,25,1,0,7,24,180.6370370984164,7670.0,44,Mediocentro
6661,J. Lora,29,16,3,0,1,0,181.8202537747746,2000.0,41,Mediocentro
6662,F. Macias,8,7,0,0,1,25,180.58741280135288,4790.0,40,Mediocentro
6663,Tembleque,18,13,0,0,3,23,180.68600718161514,4250.0,38,Mediocentro
6664,A. Gaviria,7,3,2,0,2,25,180.5872788432758,3500.0,40,Mediocentro
6665,Tino,11,10,0,0,4,26,181.0,1750.0,35,MD
6666,Nachete,19,11,0,0,6,0,181.8202143142558,1620.0,36,Portero
6668,T. Diaz,21,14,0,0,7,0,181.82014993130403,1000.0,27,Portero
6669,R. Espinosa,10,0,1,0,0,0,181.8201369508702,875.0,33,Portero
6670,Pitu,13,10,5,0,4,25,172.0,22520.0,41,Delantero Centro
6671,Marcos Talavera,28,16,3,0,5,23,180.68615775464752,5700.0,39,Delantero Centro
6672,C. Pantoja,16,16,20,0,3,24,190.0,12000.0,44,Portero
6673,Valentyn Roze,13,13,20,0,2,19,180.8829417540923,722.2,31,Portero
6674,A. Tai,5,5,6,0,0,20,180.8337398714985,1910.0,35,Portero
6676,Heras,32,29,0,0,4,23,180.68681300694703,12010.0,43,Lateral Izquierdo
6677,A. Cova,25,20,1,0,6,21,184.0,13800.0,45,Portero
6678,Munguía,31,29,2,0,4,24,187.0,12630.0,43,Defensa Central
6679,S. Sousa,18,18,1,0,2,20,180.83591539220762,22860.0,41,Defensa Central
6680,Raba,15,12,0,0,4,23,180.68619617673164,6070.0,39,Portero
6681,Sergio,7,7,0,0,1,23,180.0,6330.0,35,Portero
6682,F. Konate,13,7,0,0,5,23,172.0,4440.0,35,Portero
6683,V. Zahladko,17,12,0,0,3,21,180.78432014607205,1000.0,30,Portero
6684,Juan Panadero,14,2,1,0,2,20,180.83359994242184,562.5,30,Portero
6685,Pablo Montero,27,23,4,0,7,22,168.0,15870.0,42,MP
6686,A. Chamón,31,30,2,0,4,21,180.7849162075933,6740.0,39,Mediocentro
6687,D. Fernandez,30,26,0,0,10,21,180.78500758984745,7620.0,38,Portero
6688,Álvaro Batan,14,9,1,0,2,0,181.82014993130403,1000.0,35,Portero
6689,Ot Remolins,23,8,0,0,1,20,180.8344273152739,8530.0,45,Mediocentro
6690,Chele,4,4,0,0,1,27,180.48985789423136,15340.0,39,Mediocentro
6691,Roman Plyushch,31,20,1,0,4,20,188.0,1330.0,28,Portero
6692,Mateo Caprile,10,4,0,0,3,20,180.83374921741085,2000.0,33,Portero
6693,Marcos Rodríguez,6,2,0,0,0,20,180.83364537394024,1000.0,34,Portero
6696,E. Eto'o,30,23,15,0,8,21,191.0,507.94,33,Delantero Centro
6697,A. Krehl,33,18,6,0,5,0,181.82035554137582,2980.0,40,Delantero Centro
6698,J. Velasco,23,15,5,5,1,21,188.0,3160.0,33,Extremo Izquierdo
6699,I. Bautista,14,0,1,0,0,0,181.82014993130403,1000.0,25,Delantero Centro
6701,E. Memaj,4,1,0,0,1,20,180.83364537394024,1000.0,25,Extremo Izquierdo
6702,Anas Guendouri,4,0,0,0,1,23,180.68569565120333,1250.0,28,Extremo Izquierdo
6704,Mario Ramos,30,30,48,0,1,19,180.88328732439376,4050.0,40,Portero
6705,Mert Demirci,3,3,8,0,0,20,193.0,1130.0,33,Portero
6707,Kevin,25,23,5,0,3,23,180.68714115231413,15170.0,45,Defensa Central
6708,Sergio,29,29,0,0,9,22,180.7362742697617,13320.0,43,Defensa Central
6709,J. Alcolado,28,24,2,0,11,20,180.8348281510704,12390.0,44,Lateral Derecho
6710,D. Cáceres,29,26,0,0,6,23,178.0,8900.0,41,Lateral Izquierdo
6711,Miguel García,14,8,0,0,2,22,180.73556605729217,6500.0,40,Defensa Central
6712,M. Guzmán,18,15,1,0,5,22,180.73533448635274,4270.0,41,Lateral Derecho
6714,Marco Hernández,11,5,0,0,3,20,180.83383125375263,2790.0,36,Lateral Derecho
6715,D. Viega,11,6,0,0,3,20,180.8337398714985,1910.0,34,Lateral Izquierdo
6716,Diego Méndez,5,5,0,0,0,20,182.0,200160.0,48,Mediocentro
6717,Luismi,23,15,0,0,0,29,180.39092186895084,12590.0,49,MP
6718,M. Navarro,31,28,1,0,7,23,180.68886703079556,31790.0,41,Mediocentro Defensivo
6719,Juan Ybarra,34,25,1,0,3,20,180.83374610210672,1970.0,39,Portero
6720,Asier López,18,12,4,0,3,22,180.73531994826686,4130.0,36,MP
6721,David Ajenjo Hyjek,9,3,0,0,0,20,180.0,1060.0,42,Mediocentro
6722,Aitor González,5,5,0,0,1,23,177.0,6550.0,37,Mediocentro
6723,A. Monerris,16,7,2,0,0,23,180.68588360788513,3060.0,36,Mediocentro
6724,Expósito,19,13,0,0,5,22,182.0,6520.0,38,Mediocentro
6725,Iván Ramos,25,19,1,0,6,22,180.73532617887508,4190.0,35,Mediocentro
6726,Álvaro Marcos,12,4,1,0,1,20,180.0,812.5,32,Portero
6727,Cuéllar,28,18,9,0,2,24,180.63756566168178,12760.0,40,Delantero Centro
6728,Sergio Alonso,24,13,6,0,1,20,180.0,2700.0,39,Portero
6729,Joselu,25,8,2,0,1,22,184.0,9570.0,43,Delantero Centro
6730,J. Losada,30,20,6,0,10,24,190.0,5330.0,38,Extremo Izquierdo
6731,Samu Becerra,15,3,0,0,3,18,180.9322828492428,875.0,35,Mediocentro
6732,S. Manzano,15,5,1,0,3,21,180.78458390848738,3540.0,33,Delantero Centro
6733,Sito,34,34,47,0,4,34,182.0,2900.0,47,Portero
6737,Richi,33,33,1,0,2,27,185.0,10110.0,47,Defensa Central
6738,Mora,32,23,4,0,12,29,180.3903289227337,6880.0,44,Mediocentro
6739,Alberto Moreno,29,27,0,0,6,22,180.73554321172864,6280.0,39,Portero
6740,A. Boveda,19,17,0,0,8,23,180.68593968335924,3600.0,37,Lateral Izquierdo
6741,Víctor Costa,24,15,0,0,0,20,180.83358335654273,402.78,39,Portero
6742,Juampe,17,15,0,0,3,31,180.29204503444853,10410.0,47,Mediocentro
6743,Trujillo,20,16,5,0,3,23,180.68646097758167,8620.0,43,Mediocentro
6744,Carlitos Monzón,31,31,1,0,9,24,180.6370910970211,8189.999999999999,42,Mediocentro Defensivo
6745,A. Figueroa,29,22,5,0,9,24,174.0,4500.0,41,Mediocentro
6746,Kiti Mayoral,29,15,1,1,3,31,172.0,4950.0,42,Mediocentro
6747,D. Ayuch,26,21,0,0,10,28,175.0,4610.0,41,Defensa Central
6748,Cata,5,1,0,0,0,30,180.34077420079547,4670.0,39,MP
6749,Clinton,24,5,2,1,4,23,180.68588360788513,3060.0,39,MD
6750,Barriga,24,10,2,0,3,31,177.0,4380.0,39,Mediocentro
6751,C. Manzano,17,2,0,0,8,0,181.82014993130403,1000.0,29,MI
6755,More,32,32,7,0,6,24,165.0,8350.0,43,Delantero Centro
6756,Alex Cano,31,28,6,0,3,24,180.6371388650176,8650.0,39,Extremo Izquierdo
6757,D. Cañas,31,19,1,0,3,26,180.53873244143713,11000.0,44,Delantero Centro
6758,Fuentes,11,5,1,0,3,27,180.4901403484714,18060.0,42,Delantero Centro
6759,A. Gutierrez,16,1,1,0,0,0,181.82014993130403,1000.0,25,Portero
6761,D. Perea,3,0,0,0,1,0,181.82014993130403,1000.0,25,Portero
6762,Damián Climent,34,34,39,0,0,19,180.0,2340.0,36,Portero
6767,A. Diaz,26,26,0,0,9,24,180.63662899357695,3740.0,38,Defensa Central
6768,Carlos,23,17,1,0,5,0,181.8202475441664,1940.0,37,Lateral Derecho
6769,J. Martinez,23,18,0,0,10,0,181.8204552311076,3940.0,42,Lateral Derecho
6770,Paco Puertas,10,6,0,0,2,28,184.0,6450.0,35,Defensa Central
6771,Carlos Serrista,21,6,0,0,2,20,180.83358383629957,407.4,31,Portero
6772,I. Atienzar,17,9,1,0,3,21,183.0,1190.0,33,CAD
6773,J. Vicente,27,24,1,0,2,27,180.48915383550067,8560.0,46,Mediocentro Defensivo
6774,Papo,32,32,1,0,9,0,181.82011243238836,638.89,42,Delantero Centro
6775,J. Sanchez,31,26,0,0,7,23,180.68621279168693,6230.0,39,Mediocentro
6776,R. Alonso,30,23,4,0,8,0,181.82033996485524,2830.0,39,Mediocentro
6777,A. Alcaide,31,27,0,0,10,0,181.82040953998055,3500.0,41,Mediocentro
6778,Pablo,28,25,2,0,6,31,169.0,1250.0,35,Mediocentro
6779,Tomy,9,2,0,0,1,24,180.63640988385396,1630.0,37,Mediocentro
6781,Beto,19,0,0,0,3,0,181.82014993130403,1000.0,34,MD
6783,Tawona Makumbe,17,3,1,0,2,20,180.83364537394024,1000.0,25,Portero
6784,P. Galietero,3,0,0,0,0,0,181.82014993130403,1000.0,25,Portero
6785,Goal,29,24,6,0,4,34,180.14354701818684,5380.0,49,Delantero Centro
6786,Pablo Sánchez,29,23,5,0,4,21,180.78440633615264,1830.0,39,Extremo Derecho
6787,D. Martin,34,25,0,0,2,0,181.8201124334268,638.9,35,Lateral Izquierdo
6788,J. Koh,34,19,4,0,0,0,181.8201613540858,1110.0,33,Portero
6789,Willy,28,28,42,0,2,21,180.0,4640.0,40,Portero
6790,Hugo Jiménez,7,6,10,0,0,20,186.0,800.0,33,Portero
6792,Rodrigo Nunes,16,14,1,0,4,30,191.0,6670.0,46,Defensa Central
6793,Ivo Carosini,24,20,0,0,9,32,181.0,11270.0,46,Defensa Central
6794,I. Amaya,30,30,0,0,10,25,180.5875187216929,5810.0,40,Lateral Derecho
6795,Álvaro Dias,26,22,0,0,6,27,189.0,10400.0,43,Defensa Central
6796,Diego Robles,25,23,1,0,5,20,180.8337772551479,2270.0,42,Defensa Central
6797,Bryan Rodrigues,8,2,0,0,2,26,178.0,4220.0,41,Lateral Derecho
6798,Iván López,24,12,0,0,4,20,180.83372117967377,1730.0,39,CAD
6799,D. Novo,19,15,1,0,5,0,181.82023715981933,1840.0,38,Lateral Derecho
6800,Jaime Robert,3,0,0,0,0,19,180.8829576213746,875.0,33,Lateral Derecho
6801,Saugar,20,19,2,0,3,36,190.0,2570.0,50,Extremo Izquierdo
6802,H. Gutierrez,34,27,10,0,1,30,180.3410545781661,7370.0,44,Mediocentro
6803,Chanque,30,24,0,0,8,28,180.4395212309595,5600.0,42,Mediocentro
6804,Sergio Parla,27,14,1,0,3,32,186.0,22060.0,47,Mediocentro Defensivo
6805,Yerpes,16,6,0,0,2,23,180.68734987769005,17180.0,45,Mediocentro
6806,Alberto Heras,27,15,1,0,4,32,177.0,6480.0,42,Mediocentro
6807,Héctor,24,20,0,0,6,32,180.24231585547972,6520.0,41,Mediocentro
6808,M. Martinez,28,15,2,0,1,20,180.83445119927214,8760.0,39,Mediocentro
6809,I. Fernandez,27,15,0,0,3,23,180.6870009636288,13820.0,41,Mediocentro
6810,R. Alvarez,11,6,0,0,1,0,181.82014993130403,1000.0,25,Portero
6811,Torres,18,15,2,0,0,26,180.53898062733188,13390.0,45,Delantero Centro
6812,P. Sosa,28,13,6,0,4,29,180.39059891575727,9480.0,42,Delantero Centro
6813,Jorge Sáez,18,6,0,0,2,34,176.0,8000.0,43,Extremo Izquierdo
6814,Álex Fernández,20,7,1,0,0,33,182.0,7820.0,43,Delantero Centro
6815,Álvaro De Pablo,33,33,19,0,0,21,180.78551330754928,12490.0,42,Portero
6816,Alberto Garrosa,3,1,1,0,0,25,184.0,4730.0,41,Portero
6817,Tena,32,31,4,0,10,24,185.0,33830.0,48,Defensa Central
6818,Mamadou Alpha,30,29,1,0,13,22,180.73717978482537,22040.0,46,Lateral Derecho
6819,Pascual,33,33,4,0,4,24,180.63721051701233,9340.0,43,Defensa Central
6820,Andrés Llorian,27,16,1,0,4,34,178.0,13940.0,50,Lateral Izquierdo
6821,I. Doumbia,30,28,0,0,9,26,186.0,12680.0,41,Defensa Central
6822,Iván Revuelta,11,7,0,0,2,23,180.68630832767988,7150.0,39,Lateral Derecho
6823,Paco,15,8,0,0,7,21,180.7849826674145,7380.0,40,Defensa Central
6824,P. Aguilera,9,1,0,0,0,18,176.0,625.0,25,Lateral Derecho
6826,Alberto Martín,33,31,8,0,5,27,175.0,23170.0,46,MP
6827,Albin,32,28,2,0,12,26,172.0,31530.0,48,Mediocentro
6828,A. Moreno,18,11,3,0,5,23,180.6863239042005,7300.0,41,Mediocentro
6829,Safrai,26,13,2,0,5,25,187.0,4950.0,34,CAD
6830,E. Insali,7,2,2,0,0,23,180.68642255549756,8250.0,40,MD
6831,Gabriel Freitas,3,0,0,0,0,22,180.73499491820385,1000.0,25,Portero
6836,J. Campos,31,26,7,0,7,24,180.6383226805825,20050.0,43,Extremo Izquierdo
6837,Álex Toper,34,30,6,1,3,21,180.78515089383689,9000.0,39,Extremo Izquierdo
6838,S. Shhab,13,8,5,0,2,28,180.44042363071907,14290.0,43,Delantero Centro
6839,Dani Marques,26,15,0,0,2,26,181.0,11580.0,41,Delantero Centro
6840,Fer,24,14,0,0,7,24,180.63778061766592,14830.0,41,Extremo Derecho
6841,Simón Carrero,7,1,0,0,0,24,180.63748466377473,11980.0,37,Extremo Derecho
6845,J. Villanueva,34,34,16,0,0,34,198.0,12770.0,49,Portero
6848,S. Gassama,29,24,1,0,7,25,182.0,29090.0,48,Lateral Izquierdo
6849,Miguelito,28,17,1,0,4,31,168.0,17030.0,46,Lateral Derecho
6850,G. Carmona,33,23,1,0,2,29,173.0,14100.0,46,Lateral Derecho
6851,Poveda,33,21,1,0,4,24,180.6373631669141,10810.0,41,Lateral Izquierdo
6852,P. Fernández,15,2,0,0,0,23,180.68685142903115,12380.0,46,Defensa Central
6854,Félix Cordero,5,1,0,0,1,20,180.8339267897456,3710.0,40,Lateral Derecho
6857,C. Cristeto,33,33,2,0,2,30,178.0,56220.0,51,Mediocentro
6858,Diego Benito,29,25,9,0,4,35,176.0,9130.0,47,Mediocentro
6859,A. Amaro,33,29,1,0,4,32,178.0,27180.0,49,Mediocentro
6860,M. Galvan,19,11,4,0,4,31,179.0,158080.0,55,Delantero Centro
6861,Mati,26,21,2,0,5,26,185.0,13950.0,41,Mediocentro Defensivo
6862,Jorge De Vicente,26,4,2,0,2,20,182.0,5980.0,40,Portero
6863,A. Martinez,4,0,1,0,0,0,181.82014993130403,1000.0,33,Portero
6866,José Trejo,10,1,0,0,0,19,180.88297060180844,1000.0,25,Mediocentro
6867,Fassani,33,30,10,0,4,31,183.0,36690.0,48,Delantero Centro
6868,Alvarito,30,23,9,0,7,30,171.0,30740.0,49,Extremo Derecho
6869,Caramelo,27,21,5,0,6,29,180.39529471749796,54700.0,51,Extremo Izquierdo
6870,Javi Navas,31,28,8,0,2,33,182.0,21110.0,47,Extremo Derecho
6871,Pablo Espina,10,6,2,0,0,34,184.0,118110.0,50,Delantero Centro
6873,Farolo,23,23,15,1,2,30,187.0,10070.0,43,Portero
6874,Maxi,11,11,8,0,2,22,180.73566055485043,7410.0,39,Portero
6875,José García,30,30,3,0,7,22,180.73626907758816,13270.0,45,Defensa Central
6876,Abraham,30,28,1,0,6,27,175.0,19620.0,49,Lateral Izquierdo
6877,Villa,26,22,2,0,7,34,177.0,5160.0,47,Lateral Izquierdo
6878,Cachuli,9,8,0,0,5,24,180.63816483850718,18530.0,47,Defensa Central
6879,Carlos Luengo,31,24,0,0,6,20,180.8337107953267,1630.0,40,Lateral Derecho
6880,Joni,21,15,0,0,4,22,180.73585578057518,9290.0,40,Defensa Central
6881,Héctor,22,7,0,0,5,30,180.34128303380143,9570.0,44,Lateral Derecho
6882,H. Blanco,19,12,1,0,5,22,189.0,1630.0,32,Defensa Central
6883,Obispo,6,1,0,0,1,34,178.0,2100.0,34,Defensa Central
6884,A. Conejo,30,27,0,0,7,26,176.0,43780.0,49,Mediocentro Defensivo
6885,Fernando,28,27,0,0,12,28,175.0,21580.0,44,Mediocentro
6886,Adrián Ferreras,29,27,3,0,8,24,170.0,5640.0,36,Mediocentro
6887,M. Hernández,30,17,1,0,2,24,180.0,15890.0,44,MI
6888,Cadaveira,16,5,1,0,1,23,180.68607571830574,4910.0,36,Mediocentro
6889,Chatún,33,31,15,0,4,26,189.0,19230.0,51,Delantero Centro
6890,Jesús Torres,32,30,10,0,5,22,174.0,28130.0,48,Delantero Centro
6891,Mateo,3,1,0,0,0,20,180.83367964228555,1330.0,36,MD
6893,Dani Diez,28,14,1,1,3,21,180.78477082673447,5340.0,34,Extremo Derecho
6895,Juan Aníbarro,26,5,1,0,4,20,180.83371702593496,1690.0,37,Extremo Derecho
