id,nombre,partidos_jugados,partidos_titular,goles,asistencias,tarjeta_amarilla,edad,altura,valor,rating,posicion
0,Alberto Varo,34,34,21,1,2,31,191.0,174640.0,59,Portero
2,Dani Parra,5,4,3,0,1,24,188.0,91220.0,44,Portero
4,Joan Oriol,37,36,1,3,9,37,175.0,119000.0,62,Lateral Izquierdo
5,P. Trigueros,37,37,5,1,6,31,188.0,217500.0,57,Defensa Central
6,Nacho González,31,31,2,0,8,29,185.0,340340.0,61,Defensa Central
7,Pol Domingo,29,28,0,0,5,24,180.0,392580.0,57,Lateral Derecho
8,Unai Dufur,18,7,0,0,0,25,187.0,310340.0,54,Defensa Central
9,Alex Tirlea,19,10,0,0,2,24,182.0,161330.0,49,Lateral Derecho
11,Iker Recio,12,3,0,1,1,23,184.0,134810.0,51,Defensa Central
12,B. Martínez,36,34,1,6,5,29,178.0,293610.0,56,Mediocentro
13,Óscar Sanz,23,15,1,0,9,24,183.0,344470.0,54,Mediocentro
14,M. Montalvo,32,17,0,3,5,22,180.76900365482658,328500.0,53,Mediocentro
15,A. Gorostidi,31,12,1,0,9,28,185.0,244780.0,49,Mediocentro Defensivo
18,Pablo Fernández,37,36,7,1,8,27,192.0,584140.0,60,Delantero Centro
19,Jaume Jardí,37,31,7,5,5,22,175.0,244070.0,45,Extremo Derecho
20,Marc Fernández,35,16,5,1,4,34,179.0,355210.0,61,Extremo Izquierdo
21,Andy Escudero,36,30,4,3,3,24,176.0,377980.0,53,Extremo Izquierdo
22,Alan Godoy,17,10,3,1,4,21,178.0,262160.0,49,Delantero Centro
23,David Concha,23,13,2,2,4,27,179.0,429030.0,51,Extremo Izquierdo
24,Álex Mula,16,8,0,1,3,27,178.0,976470.0,55,Extremo Izquierdo
25,G. Santamaría,22,2,0,0,2,29,176.0,507910.0,55,Delantero Centro
26,Mario Rodríguez,18,4,1,0,0,27,180.0,231400.0,51,Extremo Izquierdo
27,Marc Álvarez,4,0,0,0,0,23,175.0,194940.0,46,Extremo Izquierdo
29,M. Pochettino,6,0,0,0,0,23,180.0,106590.0,34,Extremo Derecho
30,Sergi Puig,33,32,40,0,2,25,187.0,134900.0,49,Portero
32,Pere Joan,6,5,7,0,1,22,193.0,38810.0,39,Portero
34,Gaizka Martínez,34,34,2,2,3,27,190.0,224310.0,58,Defensa Central
35,M. Etxeberría,33,30,1,1,6,29,178.0,228820.0,55,Lateral Derecho
36,Antxón Jaso,18,18,0,0,6,26,186.0,209250.0,51,Defensa Central
37,Álvaro Mateo,31,25,1,0,3,27,174.0,208390.0,56,Lateral Izquierdo
38,Mirapeix,22,15,0,0,6,24,187.0,193930.0,53,Defensa Central
39,Alex Carbonell,31,15,4,0,3,23,172.0,84310.0,39,Lateral Derecho
40,R. Corral,9,3,0,0,1,26,182.0,411630.0,49,Lateral Izquierdo
41,Mario Camero,6,6,0,0,0,20,178.0,29050.0,40,Defensa Central
42,Gorka Garai,32,28,1,0,4,27,179.0,430160.0,54,Mediocentro
43,Jon Guruzeta,35,32,2,9,7,24,185.0,123090.0,42,MP
44,Armando,32,26,0,2,8,30,179.0,282010.0,55,Mediocentro Defensivo
45,Álvaro Gete,33,16,1,1,4,23,182.0,180180.0,50,Mediocentro
46,Julen Azkue,9,7,1,0,0,28,187.0,260430.0,52,Mediocentro
47,Kepa Uriarte,17,5,0,0,1,22,184.0,91220.0,39,Extremo Izquierdo
48,A. Del Rio,4,0,0,0,0,21,180.78831085064735,39430.0,29,Mediocentro
50,A. Aranzabe,37,35,6,5,2,26,177.0,207580.0,52,Extremo Izquierdo
51,Leandro Martínez,36,23,8,0,5,30,175.0,361310.0,58,Extremo Izquierdo
52,Kaxe,16,10,3,0,1,30,183.0,340850.0,51,Delantero Centro
53,Ibai Sanz,29,11,4,0,4,20,183.0,149440.0,48,Delantero Centro
54,Josu Ozkoidi,4,0,0,0,1,34,171.0,112100.0,49,Extremo Izquierdo
55,Dopi,15,4,0,0,4,29,182.0,167030.0,45,Delantero Centro
56,Iván Buigues,34,34,20,0,1,27,187.0,113890.0,54,Portero
58,Pelón,33,32,0,1,9,29,187.0,203390.0,55,Defensa Central
59,Góngora,33,26,0,5,5,35,185.0,42120.0,57,Lateral Izquierdo
60,Blas,27,25,0,3,11,27,183.0,84210.0,52,Lateral Derecho
61,Ebuka,27,21,1,0,3,23,185.0,108510.0,51,Lateral Izquierdo
62,I. Athuman,22,21,2,1,6,29,185.0,89340.0,46,Defensa Central
63,José Damián,4,3,0,0,0,21,178.0,24880.0,41,Lateral Izquierdo
64,Mario Abenza,34,33,2,0,4,28,184.0,190720.0,53,Mediocentro
65,Tropi,33,33,2,0,7,29,177.0,287140.0,54,Mediocentro
66,J. Rydstrand,17,13,1,1,3,28,173.0,91500.0,51,Mediocentro
68,S. Baradji,22,8,1,1,7,24,180.0,41480.0,46,Mediocentro
69,M. Baeza,15,5,1,0,3,23,180.0,58720.0,42,MP
70,S. Emaná,15,12,3,0,2,30,181.0,264510.0,55,Delantero Centro
71,Isi Ros,32,27,2,2,10,28,168.0,241120.0,51,Extremo Izquierdo
72,Karim Aboubakar,11,3,2,0,0,28,178.0,716660.0,57,Delantero Centro
73,Aitor Pons,31,19,3,2,2,33,177.0,103560.0,54,Delantero Centro
74,Francis Ferrón,32,17,6,1,8,34,184.0,189430.0,53,Delantero Centro
75,Rubén Solano,14,9,1,0,0,31,181.0,163890.0,50,Delantero Centro
76,Mawi,9,7,0,0,4,31,174.0,192970.0,49,Extremo Izquierdo
77,Víctor Fenoll,14,5,0,0,1,31,172.0,62200.0,48,Extremo Derecho
78,D. Stamatakis,24,24,32,0,1,21,191.0,69900.0,39,Portero
79,Pablo Valencia,12,12,16,0,3,23,188.0,222500.0,49,Portero
80,Darío Ramos,3,2,5,0,1,24,191.0,182690.0,46,Portero
81,Guillem Molina,34,34,1,1,4,24,183.0,419900.0,57,Lateral Derecho
82,Jorge Moreno,34,33,1,2,4,22,184.0,635200.0,56,Defensa Central
83,I. Garriz,37,35,0,0,5,23,189.0,157560.0,49,Defensa Central
84,N. Michelis,25,25,1,0,4,23,192.0,343330.0,49,Defensa Central
87,Ander Dufur,14,10,0,0,2,23,180.69267185555847,68430.0,43,Lateral Derecho
88,C. Mutilva,22,5,0,0,1,20,190.0,194810.0,42,Defensa Central
89,E. Aguilar,36,36,6,3,5,24,178.0,489480.0,57,Portero
90,A. Osambela,34,33,3,1,14,19,186.0,174580.0,46,MP
91,Xabi Huarte,11,9,1,0,0,23,172.0,298890.0,51,MP
92,D. Rabadan,20,17,1,2,3,24,184.0,99070.0,42,Mediocentro
93,Jon García,21,11,0,1,2,21,182.0,35930.0,39,Mediocentro
94,Miguel Auria,8,3,0,0,0,19,179.0,51520.0,43,Mediocentro
95,M. Echegoyen,30,4,0,2,2,19,180.8851492378217,21980.0,40,Mediocentro
96,Ander Yoldi,36,34,12,1,7,23,187.0,382290.0,52,Extremo Izquierdo
97,Max Svensson,34,29,9,1,8,22,182.0,468400.0,51,Delantero Centro
98,Unai Bujan,33,15,3,4,0,23,174.0,259290.00000000003,50,Extremo Izquierdo
100,Nowend Lorenzo,8,1,0,0,1,21,181.0,123940.0,46,Extremo Derecho
101,Íñigo Arguibide,14,8,0,0,2,19,178.0,19350.0,39,Extremo Derecho
102,Dani Sancho,18,1,1,0,3,22,188.0,81900.0,47,Delantero Centro
104,Rubén Azcona,22,1,1,3,1,23,178.0,84120.0,40,Delantero Centro
105,Salvi Carrasco,16,16,12,0,2,24,192.0,225820.0,53,Portero
106,Yoel Ramírez,14,14,12,0,1,22,184.0,89100.0,47,Portero
107,Borja San Emeterio,34,33,4,2,9,27,175.0,271930.0,55,Lateral Derecho
108,Marc Trilles,32,32,1,0,12,32,187.0,154780.0,54,Defensa Central
109,Manu Pedreño,33,30,0,0,5,23,190.0,159040.0,47,Defensa Central
110,Mikel Kortazar,30,21,0,0,3,25,187.0,213260.0,52,Lateral Izquierdo
111,Isaac Amoah,29,29,2,0,7,23,187.0,96510.0,42,Defensa Central
112,Mounir,34,13,2,0,1,24,180.0,92940.0,47,Lateral Izquierdo
113,Carlos Javier,24,17,0,0,9,32,185.0,108600.0,52,Defensa Central
114,J. Gnali,12,11,0,0,3,22,182.0,47000.0,44,Lateral Izquierdo
115,B. Keita,36,28,0,0,8,24,180.6503654078684,136020.0,45,Mediocentro
116,Álex Gil,31,21,3,3,4,21,184.0,66460.0,45,Mediocentro
117,Ramón Bueno,21,12,0,0,5,29,183.0,116630.0,42,Mediocentro Defensivo
118,Fer Cano,29,13,2,0,2,29,171.0,150320.0,45,MP
121,Andreu Guiu,37,27,2,3,6,29,188.0,206530.0,52,Extremo Derecho
122,D. Cubillas,35,28,4,1,8,34,191.0,90960.0,46,Delantero Centro
123,Liberto Beltrán,19,14,3,3,4,27,171.0,266760.0,52,Extremo Izquierdo
124,Dani Pichín,21,16,2,1,4,32,162.0,200630.0,50,Extremo Izquierdo
125,C. Dieste,22,10,1,0,5,28,185.0,227100.0,48,Delantero Centro
126,Javier Areso,28,11,1,0,2,26,187.0,55620.0,42,Extremo Derecho
127,K. Ballo,8,1,0,0,1,23,187.0,37070.0,34,Delantero Centro
128,Javi Belman,37,37,38,0,4,25,185.0,530040.0,48,Portero
134,A. Sotillos,37,37,1,2,8,26,180.0,491820.0,61,Defensa Central
135,Álvaro Barbosa,29,28,0,3,1,31,181.0,313620.0,60,Lateral Izquierdo
136,Manu Lama,36,36,4,0,12,23,192.0,99780.0,40,Defensa Central
137,David Alba,33,29,0,0,12,25,186.0,177070.0,52,Defensa Central
138,Álvaro García,6,6,0,1,0,24,184.0,278370.0,50,Defensa Central
139,Carlos Vigaray,20,12,0,1,3,29,185.0,217050.0,48,Lateral Derecho
140,Juan Durán,27,7,1,0,1,23,180.0,86780.0,46,Lateral Izquierdo
141,Samu,7,7,0,0,1,19,182.0,11450.0,39,Lateral Izquierdo
146,Ale Galindo,37,37,1,3,4,28,178.0,335930.0,57,Mediocentro
147,Cristóbal,33,18,1,2,5,40,180.0,23830.0,60,Mediocentro
148,Stephen Buer,29,17,0,2,8,25,182.0,69440.0,45,Mediocentro
149,Álvaro Bravo,21,16,0,0,3,26,181.0,181380.0,47,Mediocentro
150,Carlos Benítez,25,18,0,1,1,21,170.0,147180.0,46,Mediocentro
152,Javier Currás,7,4,0,0,1,21,175.0,153300.0,39,MP
153,Aarón Sánchez,11,1,0,0,1,21,186.0,60200.0,43,Mediocentro
154,Adalberto,7,0,0,0,1,21,178.0,31880.0,39,Mediocentro
158,A. Kara,4,0,0,0,1,0,181.82014993130403,1000.0,25,Portero
159,Fer Ruiz,31,30,7,3,4,32,183.0,308000.0,61,Extremo Derecho
160,Sergio Benito,36,27,7,2,5,25,174.0,386080.0,51,Delantero Centro
161,Raúl Hernández,22,19,3,1,4,29,183.0,254600.0,55,Extremo Derecho
162,Diego Gómez,20,11,1,2,2,25,187.0,205210.0,51,Delantero Centro
163,Ilies Faure,37,14,5,2,4,23,192.0,47090.0,41,Delantero Centro
166,William,6,1,0,0,2,25,169.0,104260.0,42,Extremo Izquierdo
168,Jon Irazusta,27,27,42,0,3,38,184.0,65250.0,59,Portero
169,Charlie Pérez,7,6,9,0,1,22,180.73820575831493,31920.0,40,Portero
170,Unai Agirre,5,5,2,0,1,26,194.0,41630.0,39,Portero
172,A. Montoro,32,30,0,1,4,27,182.0,418380.0,62,Defensa Central
173,José Carlos,35,33,0,3,1,27,180.51407626844556,248560.0,58,Lateral Izquierdo
174,Iván Pérez,33,27,2,2,5,31,180.0,220350.0,58,Defensa Central
175,Marcos Luna,18,17,0,5,5,21,180.0,171950.0,45,Lateral Derecho
176,Roger Riera,7,6,0,0,0,29,186.0,226610.0,54,Defensa Central
177,Víctor Eimil,28,12,0,3,2,25,173.0,139320.0,49,Lateral Derecho
178,Josh Feeney,8,5,0,0,2,19,193.0,168380.0,44,Defensa Central
179,Julio Martínez,13,5,0,0,1,23,186.0,90200.0,44,Defensa Central
180,Alberto Solís,38,38,12,2,2,26,178.0,417450.0,57,MP
181,Quique Rivero,35,35,3,0,6,32,176.0,238800.0,58,Mediocentro
182,Ander Vidorreta,35,30,1,0,11,26,187.0,352680.0,55,Mediocentro
183,Alex Cerdá,29,18,4,1,4,21,184.0,129000.0,45,Mediocentro
184,J. Beobide,24,11,0,1,6,37,177.0,35550.0,52,Mediocentro
186,Carlos Beitia,3,1,0,0,0,24,185.0,134510.0,38,Mediocentro
189,Antón Escobar,37,33,11,1,7,26,179.0,406100.0,59,Delantero Centro
190,A. Oyarzun,31,23,2,5,6,30,183.0,401250.0,55,Extremo Izquierdo
191,Asier Benito,21,10,4,0,4,29,183.0,428860.0,49,Delantero Centro
192,Iñigo Muñoz,24,8,0,1,0,27,165.0,314340.0,52,Extremo Izquierdo
193,Asier Córdoba,32,10,2,2,1,24,184.0,355760.0,49,Extremo Izquierdo
195,A. Ortolà,38,38,57,0,3,30,187.0,230820.0,54,Portero
200,Pau Resta,37,37,5,0,5,23,185.0,227560.0,50,Defensa Central
201,David Astals,37,35,1,7,6,22,175.0,273830.0,51,Lateral Derecho
202,Toni Herrero,34,32,3,2,1,23,179.0,406560.0,56,Lateral Izquierdo
203,Amelibia,25,24,0,1,3,30,180.0,346240.0,59,Defensa Central
204,Pablo Monroy,8,8,0,1,5,25,183.0,204570.0,53,Lateral Derecho
205,Jordi Calavera,11,10,0,0,4,28,180.0,414830.0,50,Lateral Derecho
206,Ricard Pujol,18,10,0,0,2,26,180.0,257870.0,49,Lateral Izquierdo
208,P. Fernández,4,0,0,0,0,0,181.82014993130403,1000.0,36,Lateral Izquierdo
211,A. Moyano,25,22,4,0,5,23,178.0,385600.0,54,MP
212,Marc Doménech,34,25,1,2,4,21,180.79046248735827,60150.0,43,Mediocentro
213,Carles Salvador,15,15,0,1,4,33,175.0,146140.0,49,Mediocentro
214,Álex Gualda,28,16,0,0,6,26,180.0,228520.0,52,Mediocentro
215,Sergi Maestre,13,11,0,0,1,33,187.0,259950.0,46,Mediocentro
216,Raúl Baena,7,2,0,0,1,35,181.0,85810.0,53,Mediocentro
217,Sander Ballero,7,4,1,0,1,20,181.0,27330.0,42,Mediocentro
219,Marcos Baselga,25,13,5,1,0,25,177.0,432650.0,57,Delantero Centro
220,Abde Damar,19,17,4,0,5,24,172.0,186930.0,48,Extremo Izquierdo
222,Vladys,34,21,5,4,5,23,180.6921744453343,63640.0,37,Delantero Centro
223,David Soto,20,5,1,0,0,31,173.0,287990.0,57,Extremo Derecho
224,Manel Martínez,26,15,4,0,1,32,185.0,254240.0,52,Delantero Centro
225,Nando García,23,11,0,1,1,30,177.0,282010.0,51,Extremo Derecho
226,Marru,24,8,0,1,1,22,180.7350001103774,1050.0,41,Mediocentro
227,Taliby,38,38,41,0,1,26,190.0,203650.0,58,Portero
230,Aitor Pascual,33,31,2,2,8,25,179.0,202140.0,49,Lateral Derecho
231,Arnau Gaixas,30,27,0,0,11,26,184.0,228530.0,56,Defensa Central
232,Edu Cabetas,21,21,0,2,6,28,190.0,224220.0,57,Defensa Central
233,Julen,31,23,0,0,7,29,176.0,172140.0,53,Lateral Izquierdo
234,F. Carmona,22,21,1,0,8,25,184.0,190540.0,54,Defensa Central
235,Sierra,23,22,1,1,9,21,192.0,73950.0,46,Defensa Central
236,Victor Sanchis,25,16,1,0,5,23,180.70713413570945,207700.0,54,Lateral Derecho
237,Fran Tena,30,29,0,0,10,31,179.0,137920.0,53,Mediocentro Defensivo
238,Nacho Castillo,38,36,2,2,4,24,183.0,117230.0,48,MP
239,Borja Romero,32,21,2,2,4,31,184.0,171080.0,53,Mediocentro
240,Facu García,28,7,1,0,6,24,172.0,246650.0,50,Mediocentro Defensivo
241,J. Alastuey,26,12,2,1,3,21,180.78727968498427,29500.0,43,Mediocentro Defensivo
242,Álex Neskes,7,1,1,0,1,22,178.0,195960.0,42,MP
243,Borja Martínez,36,29,9,5,9,30,177.0,328360.0,57,Extremo Izquierdo
244,David Aparicio,35,23,0,4,8,28,173.0,224820.0,53,Extremo Izquierdo
245,Toni Gabarre,28,16,0,2,5,34,186.0,204900.0,56,Delantero Centro
246,G. Naranjo,20,13,2,0,1,24,188.0,215050.0,52,Delantero Centro
247,Villa,29,13,2,0,1,26,170.0,205130.0,50,Delantero Centro
248,June-Hyuk Ahn,24,12,0,0,3,24,173.0,176360.0,45,Extremo Derecho
249,Rubén Miño,20,20,19,0,2,35,191.0,49100.0,52,Portero
250,Yari Meykher,17,16,20,0,1,24,184.0,50990.0,40,Portero
253,Andreu,37,36,1,0,5,27,185.0,274310.0,58,Defensa Central
254,Eudald Vergés,36,35,0,1,13,27,176.0,286400.0,54,Lateral Izquierdo
255,Kike López,30,21,0,0,2,36,173.0,49680.0,54,Lateral Derecho
256,Sergio Ayala,25,23,1,0,7,31,184.0,161020.0,51,Defensa Central
257,José Mas,36,21,0,0,3,26,186.0,136940.0,47,Lateral Derecho
258,Kike Ríos,23,19,1,0,7,24,187.0,101110.0,47,Defensa Central
259,M. Vilaplana,22,18,1,1,3,21,188.0,79160.0,41,Defensa Central
264,A. Caballero,37,37,2,6,5,30,179.0,321740.0,55,Mediocentro
265,Toni Arranz,36,34,1,1,7,30,188.0,261520.0,55,Mediocentro
266,Armando,17,16,1,1,1,33,179.0,141000.0,50,Mediocentro
267,Pedro Soma,13,5,0,0,1,18,177.0,1600.0,34,Mediocentro Defensivo
269,Luisao,24,5,0,0,3,19,175.0,11370.0,38,MP
273,Canario,31,16,4,3,8,34,175.0,221670.0,56,Extremo Derecho
274,Teddy,15,14,2,2,0,24,170.0,199790.0,50,Extremo Derecho
275,Marc Tenas,31,23,0,0,3,23,183.0,271520.0,49,Delantero Centro
276,Robert Simón,15,6,2,1,0,31,175.0,291490.0,52,Extremo Derecho
277,Gonpi,31,14,4,0,1,24,170.0,88950.0,43,Extremo Izquierdo
283,Ander Iru,27,27,44,0,3,25,188.0,147260.0,47,Portero
284,Oriol Martí,11,11,11,0,0,24,180.63895612575317,26150.0,41,Portero
287,Jaime Paredes,32,32,0,0,10,33,178.0,101630.0,53,Lateral Izquierdo
288,Jon Aurtenetxe,30,23,0,0,4,32,183.0,142070.0,53,Portero
289,Javier Murua,31,30,0,0,8,27,182.0,164060.0,52,Defensa Central
290,Gexan,30,26,1,2,7,24,180.0,218040.0,51,Lateral Derecho
291,A. Trespalacios,28,22,1,0,7,22,185.0,117570.0,45,Defensa Central
292,Manny,21,12,0,0,3,26,181.0,150500.0,48,Lateral Izquierdo
293,Adrián Cova,23,17,0,1,5,23,180.0,52500.0,42,Lateral Derecho
294,I. Ezkurdia,16,12,2,0,8,25,180.0,135790.0,45,Lateral Izquierdo
296,Javi Castellano,32,28,0,0,4,36,181.0,125550.0,53,Mediocentro
297,Salado,13,12,1,0,4,27,180.0,179710.0,51,MP
298,Damià,32,17,1,1,4,28,177.0,159440.0,49,Mediocentro
299,Dani Garrido,25,20,0,3,2,24,170.0,114210.0,42,MP
301,Curro,10,4,0,0,1,21,180.7904136809271,59680.0,42,Mediocentro
302,Alessio Miceli,14,9,0,0,5,24,179.0,189260.0,40,Mediocentro Defensivo
305,Jordi Escobar,33,31,11,3,6,22,188.0,212760.0,47,Delantero Centro
306,Rubio,11,10,2,1,4,29,185.0,174070.0,46,Delantero Centro
307,Ó. Fernández,36,17,1,3,5,29,177.0,111790.0,45,Extremo Derecho
308,Ferni,19,15,1,0,5,26,187.0,205000.0,48,Extremo Izquierdo
309,Michael,11,4,0,0,1,28,172.0,67500.0,45,Extremo Derecho
310,M. Schmerböck,14,4,0,1,0,30,180.0,522040.0,44,Delantero Centro
311,Jesús Márquez,3,1,0,0,0,22,180.73502918654916,1330.0,32,Delantero Centro
312,Alex Jaráiz,17,4,1,0,1,21,180.78701799943835,26980.0,35,Delantero Centro
313,Fabián Luzzi,24,5,1,0,3,20,175.0,30140.0,35,Delantero Centro
315,Dani Martín,31,31,41,0,2,18,188.0,350.92,45,Portero
316,C. Sarr,7,7,11,0,1,24,194.0,104190.0,41,Portero
319,Jorge Casado,29,28,1,2,9,35,185.0,193900.0,60,Defensa Central
320,Kike Hermoso,31,27,4,1,10,24,190.0,243980.0,48,Defensa Central
321,D. Ceballos,31,28,1,2,3,25,170.0,110330.0,48,Lateral Derecho
322,Pelayo Suárez,23,21,0,0,7,25,183.0,285010.0,54,Defensa Central
323,Ro Abajas,26,15,2,2,5,21,186.0,76600.0,46,Lateral Izquierdo
324,João Dias,15,13,0,0,4,23,186.0,57200.0,43,Defensa Central
325,S. Camacho,24,18,0,1,4,22,173.0,67570.0,43,Lateral Izquierdo
326,G. Rodriguez,6,3,0,0,0,26,175.0,97890.0,46,Lateral Derecho
330,Álvaro Arnedo,29,27,3,1,8,28,178.0,171900.0,50,Portero
331,Raúl Tavares,36,32,0,1,11,25,180.0,258290.00000000003,52,Mediocentro
332,Sergio Navarro,19,17,1,3,1,23,176.0,136600.0,46,MP
333,Rubi,15,7,0,1,1,22,174.0,70550.0,42,MI
334,F. Reguera,22,15,0,0,2,28,182.0,227100.0,51,Mediocentro
336,Pablo Pérez,21,10,1,0,1,30,187.0,377480.0,42,MP
337,Samu Expósito,15,3,1,0,2,19,166.0,6510.0,41,Mediocentro
339,Guille Berzal,6,2,0,0,1,19,180.88297060180844,1000.0,35,Mediocentro
342,Pablo Pascual,3,2,0,0,0,18,180.93229582967663,1000.0,30,Mediocentro
343,T. Nakai,18,5,0,0,2,20,182.0,79950.0,34,MP
345,Alberto Fernández,32,23,0,5,13,24,166.0,335410.0,52,Extremo Derecho
346,Sergi García,14,11,1,0,2,25,195.0,290870.0,50,Extremo Izquierdo
347,Rubén Enri,32,22,4,2,2,26,178.0,320920.0,52,Delantero Centro
348,J. Cortés,33,13,7,3,4,22,185.0,84740.0,46,Delantero Centro
349,Pablo Hervías,12,6,0,0,1,31,174.0,743260.0,54,Extremo Derecho
351,Jeisson Martínez,11,0,0,0,1,29,180.0,216900.0,44,Delantero Centro
352,Marc Vidal,21,21,23,0,2,24,185.0,179350.0,45,Portero
353,A. Astralaga,16,16,15,1,0,20,190.0,130700.0,48,Portero
358,Pau Cubarsí,9,6,0,0,2,17,184.0,2460000.0,43,Defensa Central
359,Gerard Martín,37,37,0,2,6,22,186.0,342880.0,54,Lateral Izquierdo
360,M. Mbacke,22,20,2,1,5,21,189.0,2360000.0,60,Defensa Central
361,Héctor Fort,13,13,1,1,0,17,185.0,1030000.0,45,Lateral Derecho
362,Mikayil Faye,33,33,4,0,10,19,186.0,769930.0,40,Defensa Central
363,Pelayo,14,8,0,0,3,21,193.0,205350.0,48,Defensa Central
365,Sergi Domínguez,18,7,0,0,1,19,191.0,33300.0,39,Defensa Central
366,A. Olmedo,10,4,1,0,1,18,180.9322672727222,725.0,34,Defensa Central
368,Trilli,10,5,0,1,0,21,184.0,215050.0,40,Lateral Derecho
369,J. Anaya,5,2,0,0,0,19,174.0,47500.0,36,Lateral Derecho
372,Unai Hernández,34,28,7,4,3,19,171.0,92070.0,48,Mediocentro
373,Moha Moukhliss,36,36,2,3,8,24,169.0,367810.0,54,Mediocentro
374,Marc Casadó,27,27,0,2,12,20,172.0,1090000.0,53,Mediocentro Defensivo
375,Marc Bernal,27,23,2,4,3,17,191.0,140930.0,34,Mediocentro Defensivo
376,Aleix Garrido,21,16,1,4,3,20,170.0,162880.0,48,Mediocentro
377,Noah Darvich,21,6,1,0,3,17,184.0,639160.0,43,MP
378,C. Muñoz,5,0,0,0,0,19,180.88329770874083,4150.0,40,Mediocentro
379,Pau Prim,14,3,0,0,1,18,179.0,178130.0,39,Mediocentro Defensivo
380,G. Fernández,7,2,0,1,0,16,171.0,800.0,32,Mediocentro
383,Pau Víctor,35,35,18,5,8,22,184.0,1070000.0,58,Delantero Centro
384,Diego Percan,30,23,5,2,5,22,179.0,538330.0,56,Portero
385,Marc Guiu,13,6,4,1,2,18,187.0,1970000.0,44,Delantero Centro
386,Naim García,16,14,4,1,0,22,180.0,909260.0,52,Extremo Derecho
387,D. Rodríguez,10,1,0,1,0,18,170.0,52090.0,43,Extremo Izquierdo
389,Jaume Cuéllar,27,8,1,2,0,22,180.0,1260000.0,56,Extremo Derecho
390,Ángel Alarcón,9,5,2,0,0,20,175.0,131870.0,43,Extremo Izquierdo
392,Pocho Román,14,6,0,2,0,20,180.86567796931735,309470.0,39,Extremo Derecho
393,Iker Goujón,5,4,1,0,0,24,177.0,103300.0,34,Extremo Derecho
410,Carlos Marín,36,36,29,0,5,27,187.0,363350.0,59,Portero
412,Lluis Tarrés,3,2,3,0,0,23,189.0,45490.0,42,Portero
413,C. Albarrán,35,35,3,5,11,30,187.0,258480.00000000003,59,Lateral Derecho
414,José Calderón,34,34,3,4,10,24,170.0,446540.0,58,Lateral Izquierdo
415,A. Lapeña,32,32,2,1,6,28,181.0,591970.0,60,Defensa Central
416,J. Martínez,8,7,0,0,1,31,191.0,2140000.0,68,Defensa Central
417,D. Gudelj,15,15,0,0,2,26,186.0,301560.0,58,Defensa Central
418,Mati Barboza,14,9,0,0,3,22,187.0,36710.0,44,Defensa Central
419,Carlos García,18,13,1,0,6,24,188.0,340830.0,55,Defensa Central
421,Iván Rodríguez,20,6,1,0,3,28,180.0,273040.0,50,Lateral Derecho
423,Álex López,3,0,0,0,0,18,180.9327735096414,5600.0,41,Lateral Izquierdo
425,Yussi Diarra,37,35,5,4,6,25,174.0,533770.0,61,Mediocentro
426,Kike Márquez,34,24,6,4,7,34,176.0,313150.0,59,MP
427,Isma Ruiz,31,17,1,1,2,23,180.0,319490.0,46,Mediocentro
428,Álex Sala,29,19,2,6,7,23,185.0,344020.0,51,Mediocentro
430,Recio,21,5,0,0,7,33,183.0,462560.0,53,Mediocentro
433,Álvaro Leiva,12,1,0,0,2,19,173.0,316710.0,42,MP
434,C. Carracedo,37,37,2,10,5,28,179.0,543130.0,60,Extremo Izquierdo
435,Adilson,35,22,9,1,6,27,169.0,391060.0,55,Extremo Izquierdo
436,Antonio Casas,32,21,14,0,4,24,183.0,720180.0,58,Delantero Centro
437,Kuki Zalazar,30,18,4,6,4,26,177.0,230390.0,46,Extremo Derecho
438,A. Toril,30,13,5,3,4,27,187.0,428040.0,54,Delantero Centro
439,Simo,36,16,6,2,3,24,171.0,646890.0,57,Extremo Izquierdo
440,Óscar Jiménez,3,0,0,0,0,22,180.74026185903287,51720.0,48,Delantero Centro
442,A. Herrero,38,38,25,0,3,30,183.0,561970.0,65,Portero
444,Einar Galilea,24,22,2,0,5,30,185.0,1310000.0,69,Defensa Central
445,Nélson Monte,32,31,0,0,10,28,187.0,1030000.0,62,Defensa Central
446,Víctor García,29,22,0,3,4,30,180.0,982350.0,63,Lateral Izquierdo
447,J. Gabilondo,37,31,1,2,1,25,176.0,402050.0,59,Lateral Derecho
448,Juande,17,16,1,0,3,25,187.0,905940.0,63,Defensa Central
449,Dani Sánchez,27,17,0,1,5,24,171.0,349940.0,56,Lateral Izquierdo
450,Carlos Puga,6,6,0,1,0,23,175.0,310420.0,51,Lateral Derecho
452,Diego Murillo,13,9,1,0,3,23,182.0,71360.0,48,Defensa Central
454,Moussa Diarra,9,3,0,0,2,22,188.0,46650.0,41,Defensa Central
455,Genaro,33,29,4,0,9,26,185.0,743410.0,56,Portero
456,Dani Lorenzo,36,26,4,3,7,21,176.0,350260.0,52,Mediocentro
457,Manu Molina,28,21,0,4,5,32,177.0,606940.0,58,Mediocentro
458,Juanpe,22,6,0,0,1,28,184.0,515860.0,56,Mediocentro
459,Luca Sangalli,16,9,1,0,0,29,167.0,602690.0,50,Mediocentro
460,Ramón,5,1,0,0,0,23,174.0,642060.0,50,Mediocentro
464,Izan Merino,5,3,0,0,0,18,182.0,25290.0,40,Mediocentro Defensivo
